Name;Type;Literature;Genes;;
hsa-miR-199a-5p;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000121057,ENSG00000163947,ENSG00000076108,ENSG00000187244,ENSG00000185963,ENSG00000166619,ENSG00000096070,ENSG00000159388,ENSG00000128891,ENSG00000117597,ENSG00000135045,ENSG00000122565,ENSG00000180329,ENSG00000152492,ENSG00000112237,ENSG00000134058,ENSG00000168944,ENSG00000153922,ENSG00000169504,ENSG00000141367,ENSG00000103540,ENSG00000064703,ENSG00000215301,ENSG00000035499,ENSG00000074603,ENSG00000163840,ENSG00000112242,ENSG00000147155,ENSG00000110321,ENSG00000143420,ENSG00000135333,ENSG00000012232,ENSG00000156804,ENSG00000179943,ENSG00000102531,ENSG00000166225,ENSG00000114416,ENSG00000164930,ENSG00000116717,ENSG00000124767,ENSG00000160007,ENSG00000156875,ENSG00000169635,ENSG00000100084,ENSG00000169813,ENSG00000169045,ENSG00000078399,ENSG00000131149,ENSG00000119138,ENSG00000148943,ENSG00000070018,ENSG00000257103,ENSG00000169057,ENSG00000147324,ENSG00000161013,ENSG00000141503,ENSG00000214114,ENSG00000164134,ENSG00000089818,ENSG00000173848,ENSG00000066136,ENSG00000087095,ENSG00000213160,ENSG00000117481,ENSG00000173559,ENSG00000125741,ENSG00000115507,ENSG00000007168,ENSG00000112941,ENSG00000143870,ENSG00000143157,ENSG00000186298,ENSG00000196504,ENSG00000119318,ENSG00000125249,ENSG00000181467,ENSG00000068028,ENSG00000106615,ENSG00000177105,ENSG00000123091,ENSG00000168159,ENSG00000115310,ENSG00000151835,ENSG00000130066,ENSG00000168066,ENSG00000134294,ENSG00000070214,ENSG00000157106,ENSG00000129515,ENSG00000124766,ENSG00000185591,ENSG00000133226,ENSG00000184402,ENSG00000110080,ENSG00000101109,ENSG00000077147,ENSG00000105576,ENSG00000101255,ENSG00000165006,ENSG00000132388,ENSG00000160714,ENSG00000158773,ENSG00000135913,ENSG00000035403,ENSG00000144560,ENSG00000166483,ENSG00000205189,ENSG00000160062,ENSG00000167635,ENSG00000179456,ENSG00000198477,ENSG00000165655,ENSG00000142556,ENSG00000019995;;
hsa-miR-380*;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000121057,ENSG00000104081,ENSG00000115520,ENSG00000107864,ENSG00000176853,ENSG00000118564,ENSG00000198815,ENSG00000143815,ENSG00000169184,ENSG00000134602,ENSG00000139505,ENSG00000171208,ENSG00000087095,ENSG00000087269,ENSG00000162407,ENSG00000184402,ENSG00000084090,ENSG00000163482,ENSG00000152291,ENSG00000139324;;
hsa-miR-618;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000102401,ENSG00000128989,ENSG00000147416,ENSG00000132640,ENSG00000101084,ENSG00000115998,ENSG00000082258,ENSG00000196352,ENSG00000096401,ENSG00000123374,ENSG00000166165,ENSG00000117519,ENSG00000182158,ENSG00000005469,ENSG00000135392,ENSG00000120690,ENSG00000103335,ENSG00000075420,ENSG00000132475,ENSG00000078399,ENSG00000129351,ENSG00000178695,ENSG00000119138,ENSG00000178502,ENSG00000146963,ENSG00000143384,ENSG00000169057,ENSG00000108510,ENSG00000106780,ENSG00000254726,ENSG00000155545,ENSG00000185551,ENSG00000113580,ENSG00000170584,ENSG00000197724,ENSG00000140451,ENSG00000205808,ENSG00000221823,ENSG00000185129,ENSG00000239306,ENSG00000122707,ENSG00000134758,ENSG00000137075,ENSG00000130066,ENSG00000071537,ENSG00000163904,ENSG00000145391,ENSG00000188529,ENSG00000171241,ENSG00000137776,ENSG00000124766,ENSG00000138297,ENSG00000139644,ENSG00000165782,ENSG00000143337,ENSG00000076554,ENSG00000130338,ENSG00000169764,ENSG00000026025,ENSG00000160131,ENSG00000091436,ENSG00000205189,ENSG00000177888,ENSG00000163848,ENSG00000130856,ENSG00000198740;;
hsa-miR-494;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000131503,ENSG00000118454,ENSG00000132466,ENSG00000185009,ENSG00000165322,ENSG00000140450,ENSG00000147416,ENSG00000143882,ENSG00000066427,ENSG00000130723,ENSG00000119866,ENSG00000183337,ENSG00000166619,ENSG00000255242,ENSG00000185928,ENSG00000182831,ENSG00000162642,ENSG00000181904,ENSG00000127022,ENSG00000077549,ENSG00000180329,ENSG00000110092,ENSG00000118971,ENSG00000170779,ENSG00000172216,ENSG00000163320,ENSG00000153922,ENSG00000164442,ENSG00000173207,ENSG00000162368,ENSG00000091317,ENSG00000108582,ENSG00000009307,ENSG00000136485,ENSG00000137692,ENSG00000135829,ENSG00000066084,ENSG00000112242,ENSG00000144597,ENSG00000173812,ENSG00000110321,ENSG00000179387,ENSG00000116903,ENSG00000082269,ENSG00000164142,ENSG00000051009,ENSG00000178974,ENSG00000075420,ENSG00000150907,ENSG00000166225,ENSG00000145907,ENSG00000165219,ENSG00000125772,ENSG00000132475,ENSG00000253293,ENSG00000159217,ENSG00000136156,ENSG00000096433,ENSG00000130522,ENSG00000073614,ENSG00000119682,ENSG00000068697,ENSG00000138709,ENSG00000196233,ENSG00000157978,ENSG00000188636,ENSG00000143013,ENSG00000157193,ENSG00000168906,ENSG00000106780,ENSG00000169184,ENSG00000159256,ENSG00000123562,ENSG00000174579,ENSG00000147649,ENSG00000007944,ENSG00000083168,ENSG00000187109,ENSG00000177463,ENSG00000218336,ENSG00000117859,ENSG00000164164,ENSG00000100836,ENSG00000077264,ENSG00000152520,ENSG00000163939,ENSG00000175087,ENSG00000141720,ENSG00000180957,ENSG00000205808,ENSG00000221823,ENSG00000164244,ENSG00000134247,ENSG00000088179,ENSG00000144566,ENSG00000108774,ENSG00000139687,ENSG00000102054,ENSG00000119707,ENSG00000111011,ENSG00000047634,ENSG00000102098,ENSG00000142864,ENSG00000168066,ENSG00000126821,ENSG00000196376,ENSG00000143570,ENSG00000101166,ENSG00000119953,ENSG00000163877,ENSG00000130340,ENSG00000180008,ENSG00000171150,ENSG00000021574,ENSG00000065526,ENSG00000163714,ENSG00000135250,ENSG00000167978,ENSG00000170921,ENSG00000134375,ENSG00000086598,ENSG00000139324,ENSG00000090905,ENSG00000100354,ENSG00000092203,ENSG00000104447,ENSG00000187189,ENSG00000078140,ENSG00000188021,ENSG00000168246,ENSG00000148154,ENSG00000198382,ENSG00000112715,ENSG00000047056,ENSG00000163872,ENSG00000127337,ENSG00000176105,ENSG00000108953,ENSG00000170027,ENSG00000100426,ENSG00000177485,ENSG00000177888,ENSG00000122299,ENSG00000056097,ENSG00000005889,ENSG00000043355,ENSG00000146007,ENSG00000197056,ENSG00000010244,ENSG00000162702,ENSG00000198455;;
hsa-miR-200a;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000088448,ENSG00000143401,ENSG00000177917,ENSG00000162704,ENSG00000174437,ENSG00000143882,ENSG00000124788,ENSG00000185963,ENSG00000204217,ENSG00000117616,ENSG00000181904,ENSG00000155542,ENSG00000113328,ENSG00000221978,ENSG00000135535,ENSG00000070831,ENSG00000059758,ENSG00000163624,ENSG00000048740,ENSG00000165410,ENSG00000144021,ENSG00000162368,ENSG00000103540,ENSG00000167193,ENSG00000172795,ENSG00000124795,ENSG00000164741,ENSG00000126698,ENSG00000112242,ENSG00000173812,ENSG00000100664,ENSG00000154380,ENSG00000089248,ENSG00000152102,ENSG00000102710,ENSG00000099364,ENSG00000054598,ENSG00000104064,ENSG00000141448,ENSG00000063169,ENSG00000078369,ENSG00000164032,ENSG00000138029,ENSG00000163349,ENSG00000010818,ENSG00000100281,ENSG00000125944,ENSG00000164070,ENSG00000140443,ENSG00000073792,ENSG00000168264,ENSG00000186395,ENSG00000143815,ENSG00000117114,ENSG00000109270,ENSG00000136536,ENSG00000101752,ENSG00000155545,ENSG00000118058,ENSG00000169184,ENSG00000120162,ENSG00000185787,ENSG00000162599,ENSG00000120837,ENSG00000186416,ENSG00000239672,ENSG00000011052,ENSG00000108256,ENSG00000147162,ENSG00000090621,ENSG00000111845,ENSG00000115421,ENSG00000124171,ENSG00000157212,ENSG00000150593,ENSG00000102144,ENSG00000101856,ENSG00000164040,ENSG00000181690,ENSG00000162407,ENSG00000158615,ENSG00000113575,ENSG00000221823,ENSG00000142875,ENSG00000144724,ENSG00000134644,ENSG00000185129,ENSG00000112531,ENSG00000060749,ENSG00000144566,ENSG00000166128,ENSG00000137040,ENSG00000102317,ENSG00000145860,ENSG00000146083,ENSG00000140264,ENSG00000116560,ENSG00000136450,ENSG00000112081,ENSG00000196470,ENSG00000075415,ENSG00000134294,ENSG00000163788,ENSG00000157734,ENSG00000112320,ENSG00000124766,ENSG00000172845,ENSG00000176422,ENSG00000163714,ENSG00000173757,ENSG00000116030,ENSG00000147642,ENSG00000055208,ENSG00000152382,ENSG00000166848,ENSG00000137203,ENSG00000151923,ENSG00000241697,ENSG00000107854,ENSG00000100354,ENSG00000146833,ENSG00000113638,ENSG00000188021,ENSG00000169764,ENSG00000145390,ENSG00000132952,ENSG00000028116,ENSG00000162923,ENSG00000163811,ENSG00000170473,ENSG00000196449,ENSG00000166913,ENSG00000100811,ENSG00000177764,ENSG00000056097,ENSG00000147180;;
hsa-miR-146b-5p;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000157823,ENSG00000138175,ENSG00000143862,ENSG00000128989,ENSG00000135390,ENSG00000119866,ENSG00000183337,ENSG00000172270,ENSG00000152242,ENSG00000057757,ENSG00000106771,ENSG00000108349,ENSG00000108468,ENSG00000145386,ENSG00000118971,ENSG00000168564,ENSG00000091527,ENSG00000083937,ENSG00000100528,ENSG00000137504,ENSG00000198876,ENSG00000035499,ENSG00000100697,ENSG00000110321,ENSG00000066044,ENSG00000154380,ENSG00000138018,ENSG00000068912,ENSG00000158769,ENSG00000152102,ENSG00000153558,ENSG00000152904,ENSG00000130119,ENSG00000108587,ENSG00000138029,ENSG00000135547,ENSG00000169635,ENSG00000163349,ENSG00000120068,ENSG00000165704,ENSG00000125430,ENSG00000101384,ENSG00000153885,ENSG00000132510,ENSG00000175224,ENSG00000143674,ENSG00000170903,ENSG00000101350,ENSG00000118922,ENSG00000146006,ENSG00000065559,ENSG00000125686,ENSG00000165175,ENSG00000167548,ENSG00000154889,ENSG00000188895,ENSG00000121579,ENSG00000072864,ENSG00000186575,ENSG00000239672,ENSG00000141279,ENSG00000184162,ENSG00000164164,ENSG00000170515,ENSG00000180628,ENSG00000143870,ENSG00000175087,ENSG00000242265,ENSG00000109118,ENSG00000154845,ENSG00000196850,ENSG00000143106,ENSG00000177192,ENSG00000117906,ENSG00000137710,ENSG00000081019,ENSG00000156671,ENSG00000137575,ENSG00000149212,ENSG00000168066,ENSG00000136450,ENSG00000127511,ENSG00000126903,ENSG00000111371,ENSG00000103042,ENSG00000198689,ENSG00000113658,ENSG00000002919,ENSG00000159140,ENSG00000179119,ENSG00000096063,ENSG00000170921,ENSG00000066654,ENSG00000126768,ENSG00000117500,ENSG00000170417,ENSG00000120889,ENSG00000101255,ENSG00000146833,ENSG00000189241,ENSG00000111802,ENSG00000117289,ENSG00000103353,ENSG00000135913,ENSG00000253797,ENSG00000155959,ENSG00000101966,ENSG00000198492,ENSG00000063587,ENSG00000196700;;
hsa-miR-876-3p;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000117362,ENSG00000088756,ENSG00000117713,ENSG00000150347,ENSG00000011114,ENSG00000159388,ENSG00000134986,ENSG00000128595,ENSG00000048740,ENSG00000143702,ENSG00000137504,ENSG00000102974,ENSG00000135392,ENSG00000162961,ENSG00000012660,ENSG00000154380,ENSG00000155744,ENSG00000183508,ENSG00000009780,ENSG00000118564,ENSG00000169933,ENSG00000184348,ENSG00000184260,ENSG00000096746,ENSG00000134709,ENSG00000106004,ENSG00000078399,ENSG00000112144,ENSG00000159217,ENSG00000123700,ENSG00000126012,ENSG00000126775,ENSG00000047346,ENSG00000186432,ENSG00000130164,ENSG00000072071,ENSG00000176204,ENSG00000131711,ENSG00000143384,ENSG00000065911,ENSG00000132341,ENSG00000180530,ENSG00000108256,ENSG00000163113,ENSG00000169851,ENSG00000185619,ENSG00000174840,ENSG00000181690,ENSG00000138032,ENSG00000213639,ENSG00000196850,ENSG00000084733,ENSG00000122257,ENSG00000081019,ENSG00000080546,ENSG00000139737,ENSG00000198742,ENSG00000124766,ENSG00000172845,ENSG00000166068,ENSG00000143742,ENSG00000141298,ENSG00000124783,ENSG00000113739,ENSG00000164180,ENSG00000106025,ENSG00000104343,ENSG00000101557,ENSG00000145390,ENSG00000112715,ENSG00000205189,ENSG00000139800,ENSG00000168813,ENSG00000166704,ENSG00000048405,ENSG00000070476;;
hsa-miR-877;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000149182,ENSG00000160058,ENSG00000159388,ENSG00000133678,ENSG00000181904,ENSG00000120306,ENSG00000164463,ENSG00000131236,ENSG00000105974,ENSG00000067955,ENSG00000159873,ENSG00000105401,ENSG00000168802,ENSG00000157540,ENSG00000101412,ENSG00000184349,ENSG00000181090,ENSG00000255302,ENSG00000157557,ENSG00000148481,ENSG00000168672,ENSG00000197601,ENSG00000111206,ENSG00000092140,ENSG00000203879,ENSG00000112855,ENSG00000143321,ENSG00000177733,ENSG00000170606,ENSG00000073792,ENSG00000136156,ENSG00000100441,ENSG00000084731,ENSG00000114648,ENSG00000114030,ENSG00000133703,ENSG00000198408,ENSG00000110917,ENSG00000169184,ENSG00000174579,ENSG00000105887,ENSG00000071051,ENSG00000103202,ENSG00000056661,ENSG00000167004,ENSG00000104695,ENSG00000121644,ENSG00000110851,ENSG00000125249,ENSG00000239305,ENSG00000170633,ENSG00000080546,ENSG00000143570,ENSG00000123352,ENSG00000157837,ENSG00000178691,ENSG00000055208,ENSG00000149930,ENSG00000183735,ENSG00000131931,ENSG00000139644,ENSG00000134970,ENSG00000166881,ENSG00000168591,ENSG00000143337,ENSG00000166925,ENSG00000103275,ENSG00000157741,ENSG00000103194,ENSG00000154978,ENSG00000106299,ENSG00000137693,ENSG00000170027,ENSG00000174282,ENSG00000186130,ENSG00000186660,ENSG00000072121;;
hsa-miR-542-3p;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000134884,ENSG00000143153,ENSG00000136888,ENSG00000176597,ENSG00000112182,ENSG00000140299,ENSG00000181904,ENSG00000143933,ENSG00000130559,ENSG00000105974,ENSG00000198087,ENSG00000165410,ENSG00000204116,ENSG00000111269,ENSG00000102974,ENSG00000117505,ENSG00000138166,ENSG00000107105,ENSG00000143924,ENSG00000135999,ENSG00000135333,ENSG00000203950,ENSG00000112146,ENSG00000119782,ENSG00000163349,ENSG00000120093,ENSG00000185352,ENSG00000149503,ENSG00000176407,ENSG00000132680,ENSG00000188636,ENSG00000148943,ENSG00000257103,ENSG00000065559,ENSG00000124641,ENSG00000198160,ENSG00000107789,ENSG00000135698,ENSG00000105887,ENSG00000007944,ENSG00000007952,ENSG00000132646,ENSG00000143870,ENSG00000040199,ENSG00000158615,ENSG00000117592,ENSG00000103769,ENSG00000124209,ENSG00000136238,ENSG00000067560,ENSG00000162302,ENSG00000115310,ENSG00000151835,ENSG00000119042,ENSG00000140612,ENSG00000085415,ENSG00000119335,ENSG00000100625,ENSG00000196376,ENSG00000108604,ENSG00000116698,ENSG00000179119,ENSG00000113739,ENSG00000100242,ENSG00000092201,ENSG00000204070,ENSG00000055208,ENSG00000109436,ENSG00000100580,ENSG00000135211,ENSG00000164983,ENSG00000173726,ENSG00000170142,ENSG00000009335,ENSG00000153560,ENSG00000119541,ENSG00000141580,ENSG00000101966,ENSG00000136758,ENSG00000205189,ENSG00000177888,ENSG00000091656,ENSG00000185650;;
hsa-miR-513a-5p;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000023516,ENSG00000150347,ENSG00000134108,ENSG00000133639,ENSG00000154473,ENSG00000174206,ENSG00000173065,ENSG00000181904,ENSG00000108091,ENSG00000101224,ENSG00000096401,ENSG00000153922,ENSG00000079432,ENSG00000121671,ENSG00000198561,ENSG00000187840,ENSG00000107105,ENSG00000179943,ENSG00000166225,ENSG00000010810,ENSG00000005955,ENSG00000146830,ENSG00000197045,ENSG00000087460,ENSG00000172534,ENSG00000162783,ENSG00000159217,ENSG00000168310,ENSG00000126012,ENSG00000189067,ENSG00000175130,ENSG00000183496,ENSG00000176624,ENSG00000173418,ENSG00000174738,ENSG00000113580,ENSG00000227345,ENSG00000165434,ENSG00000143442,ENSG00000154845,ENSG00000204576,ENSG00000184007,ENSG00000181467,ENSG00000152193,ENSG00000131871,ENSG00000168758,ENSG00000116698,ENSG00000136699,ENSG00000151923,ENSG00000135048,ENSG00000133872,ENSG00000124120,ENSG00000072401,ENSG00000069329,ENSG00000166483,ENSG00000177311,ENSG00000153786;;
hsa-miR-513b;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000111254,ENSG00000123505,ENSG00000057663,ENSG00000153094,ENSG00000168283,ENSG00000154473,ENSG00000204899,ENSG00000162642,ENSG00000160679,ENSG00000132823,ENSG00000184220,ENSG00000136819,ENSG00000118200,ENSG00000171603,ENSG00000100528,ENSG00000111605,ENSG00000071626,ENSG00000151914,ENSG00000108001,ENSG00000114784,ENSG00000092847,ENSG00000187840,ENSG00000118402,ENSG00000154380,ENSG00000117419,ENSG00000182944,ENSG00000116903,ENSG00000005812,ENSG00000118564,ENSG00000138604,ENSG00000197045,ENSG00000119927,ENSG00000104687,ENSG00000128708,ENSG00000189159,ENSG00000153187,ENSG00000168310,ENSG00000115548,ENSG00000119682,ENSG00000101350,ENSG00000155090,ENSG00000068697,ENSG00000148943,ENSG00000123066,ENSG00000071073,ENSG00000107789,ENSG00000186260,ENSG00000021645,ENSG00000165671,ENSG00000090470,ENSG00000242265,ENSG00000112378,ENSG00000006576,ENSG00000181690,ENSG00000115762,ENSG00000143442,ENSG00000113575,ENSG00000163421,ENSG00000204576,ENSG00000011304,ENSG00000112245,ENSG00000111540,ENSG00000119318,ENSG00000067560,ENSG00000131263,ENSG00000153561,ENSG00000157450,ENSG00000137393,ENSG00000112130,ENSG00000102218,ENSG00000141425,ENSG00000085721,ENSG00000099194,ENSG00000149212,ENSG00000115128,ENSG00000144136,ENSG00000176087,ENSG00000175387,ENSG00000125835,ENSG00000139343,ENSG00000180008,ENSG00000103326,ENSG00000106723,ENSG00000211455,ENSG00000213463,ENSG00000147526,ENSG00000064995,ENSG00000154114,ENSG00000172465,ENSG00000187079,ENSG00000125304,ENSG00000158604,ENSG00000241697,ENSG00000090905,ENSG00000175063,ENSG00000159202,ENSG00000162607,ENSG00000185222,ENSG00000071127,ENSG00000116455,ENSG00000166483,ENSG00000115935,ENSG00000043355;;
hsa-miR-1293;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000111254,ENSG00000141522,ENSG00000144746,ENSG00000155640,ENSG00000117597,ENSG00000112308,ENSG00000096401,ENSG00000074603,ENSG00000132507,ENSG00000141699,ENSG00000089280,ENSG00000173230,ENSG00000196787,ENSG00000037965,ENSG00000073792,ENSG00000112062,ENSG00000141503,ENSG00000197111,ENSG00000181690,ENSG00000154845,ENSG00000179262,ENSG00000172845,ENSG00000102265,ENSG00000214736,ENSG00000143549,ENSG00000173960,ENSG00000103404,ENSG00000170473,ENSG00000128245,ENSG00000043355,ENSG00000121741;;
hsa-miR-526a;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000105127,ENSG00000034053,ENSG00000095139,ENSG00000127152,ENSG00000188848,ENSG00000154473,ENSG00000152242,ENSG00000162817,ENSG00000164463,ENSG00000136819,ENSG00000198668,ENSG00000131236,ENSG00000141582,ENSG00000205476,ENSG00000096401,ENSG00000144354,ENSG00000144021,ENSG00000136108,ENSG00000108582,ENSG00000169826,ENSG00000103018,ENSG00000178149,ENSG00000064218,ENSG00000129521,ENSG00000187866,ENSG00000212747,ENSG00000144815,ENSG00000022267,ENSG00000198815,ENSG00000166225,ENSG00000034713,ENSG00000167491,ENSG00000132475,ENSG00000184260,ENSG00000096746,ENSG00000125944,ENSG00000116237,ENSG00000123411,ENSG00000129351,ENSG00000148384,ENSG00000171135,ENSG00000152409,ENSG00000165572,ENSG00000110906,ENSG00000173120,ENSG00000174010,ENSG00000025800,ENSG00000143815,ENSG00000117114,ENSG00000198408,ENSG00000175727,ENSG00000169184,ENSG00000198015,ENSG00000105887,ENSG00000059728,ENSG00000139977,ENSG00000087095,ENSG00000152465,ENSG00000138593,ENSG00000213281,ENSG00000167005,ENSG00000139496,ENSG00000117859,ENSG00000070047,ENSG00000038210,ENSG00000204619,ENSG00000221823,ENSG00000110851,ENSG00000239306,ENSG00000214022,ENSG00000067560,ENSG00000179134,ENSG00000047634,ENSG00000073578,ENSG00000213064,ENSG00000198478,ENSG00000155380,ENSG00000155287,ENSG00000059804,ENSG00000111371,ENSG00000137776,ENSG00000113658,ENSG00000157106,ENSG00000184005,ENSG00000172660,ENSG00000166848,ENSG00000137221,ENSG00000139644,ENSG00000109084,ENSG00000139921,ENSG00000143337,ENSG00000143549,ENSG00000167721,ENSG00000113638,ENSG00000143222,ENSG00000103404,ENSG00000085449,ENSG00000123154,ENSG00000100811,ENSG00000177485,ENSG00000105939,ENSG00000186660;;
hsa-miR-518f*;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000105127,ENSG00000142192,ENSG00000147416,ENSG00000152242,ENSG00000162817,ENSG00000136819,ENSG00000205476,ENSG00000144354,ENSG00000144021,ENSG00000214078,ENSG00000169826,ENSG00000103018,ENSG00000178149,ENSG00000034713,ENSG00000184260,ENSG00000096746,ENSG00000129351,ENSG00000110906,ENSG00000174010,ENSG00000143815,ENSG00000117114,ENSG00000107789,ENSG00000167842,ENSG00000198015,ENSG00000053770,ENSG00000139496,ENSG00000162073,ENSG00000141425,ENSG00000179134,ENSG00000096717,ENSG00000105281,ENSG00000109084,ENSG00000143549,ENSG00000167721,ENSG00000113638,ENSG00000143222,ENSG00000124422,ENSG00000062650,ENSG00000085449,ENSG00000100811,ENSG00000177485;;
hsa-miR-1279;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000127914,ENSG00000124788,ENSG00000066427,ENSG00000171634,ENSG00000182985,ENSG00000143933,ENSG00000118971,ENSG00000135083,ENSG00000163320,ENSG00000113300,ENSG00000187498,ENSG00000088387,ENSG00000138036,ENSG00000134109,ENSG00000139163,ENSG00000152661,ENSG00000124767,ENSG00000062194,ENSG00000149948,ENSG00000140443,ENSG00000096433,ENSG00000111716,ENSG00000187772,ENSG00000113368,ENSG00000146963,ENSG00000168958,ENSG00000167470,ENSG00000174099,ENSG00000188786,ENSG00000151623,ENSG00000081087,ENSG00000185619,ENSG00000081913,ENSG00000077514,ENSG00000169398,ENSG00000149177,ENSG00000164754,ENSG00000091844,ENSG00000085721,ENSG00000198794,ENSG00000150961,ENSG00000153006,ENSG00000136603,ENSG00000104635,ENSG00000133065,ENSG00000151012,ENSG00000116698,ENSG00000124766,ENSG00000055208,ENSG00000183735,ENSG00000197323,ENSG00000144744,ENSG00000149289,ENSG00000147180;;
hsa-miR-1254;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000174574,ENSG00000166747,ENSG00000032219,ENSG00000104081,ENSG00000116667,ENSG00000164603,ENSG00000110888,ENSG00000106144,ENSG00000186714,ENSG00000112237,ENSG00000110092,ENSG00000079335,ENSG00000105810,ENSG00000147883,ENSG00000172216,ENSG00000048740,ENSG00000079432,ENSG00000130779,ENSG00000183283,ENSG00000172795,ENSG00000179388,ENSG00000035141,ENSG00000198780,ENSG00000120709,ENSG00000197601,ENSG00000004478,ENSG00000197451,ENSG00000197757,ENSG00000128714,ENSG00000171004,ENSG00000071243,ENSG00000115548,ENSG00000073614,ENSG00000100441,ENSG00000137807,ENSG00000166484,ENSG00000180398,ENSG00000124733,ENSG00000133606,ENSG00000147649,ENSG00000065911,ENSG00000171208,ENSG00000167034,ENSG00000160113,ENSG00000185624,ENSG00000168300,ENSG00000174307,ENSG00000067225,ENSG00000127838,ENSG00000131626,ENSG00000204619,ENSG00000108819,ENSG00000121644,ENSG00000146676,ENSG00000239306,ENSG00000048392,ENSG00000198794,ENSG00000130766,ENSG00000168066,ENSG00000116350,ENSG00000126903,ENSG00000141646,ENSG00000159140,ENSG00000090372,ENSG00000092201,ENSG00000113649,ENSG00000151090,ENSG00000166881,ENSG00000109133,ENSG00000107854,ENSG00000103460,ENSG00000071575,ENSG00000184076,ENSG00000173660,ENSG00000166483,ENSG00000171475;;
hsa-miR-216b;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000174574,ENSG00000144233,ENSG00000142192,ENSG00000148331,ENSG00000124788,ENSG00000126581,ENSG00000166619,ENSG00000011114,ENSG00000143443,ENSG00000182985,ENSG00000082258,ENSG00000094880,ENSG00000135446,ENSG00000147883,ENSG00000128656,ENSG00000100528,ENSG00000166200,ENSG00000121671,ENSG00000198876,ENSG00000175197,ENSG00000123136,ENSG00000124795,ENSG00000128590,ENSG00000156162,ENSG00000142634,ENSG00000112851,ENSG00000116285,ENSG00000067208,ENSG00000107362,ENSG00000156504,ENSG00000155744,ENSG00000102531,ENSG00000143614,ENSG00000163349,ENSG00000214753,ENSG00000128714,ENSG00000127483,ENSG00000125430,ENSG00000162783,ENSG00000136156,ENSG00000184916,ENSG00000177606,ENSG00000005893,ENSG00000148943,ENSG00000186260,ENSG00000110917,ENSG00000135698,ENSG00000197965,ENSG00000118242,ENSG00000124275,ENSG00000167306,ENSG00000187109,ENSG00000166579,ENSG00000186575,ENSG00000162599,ENSG00000170915,ENSG00000104695,ENSG00000116731,ENSG00000165672,ENSG00000165661,ENSG00000163694,ENSG00000117016,ENSG00000111880,ENSG00000105193,ENSG00000124782,ENSG00000137575,ENSG00000142864,ENSG00000168066,ENSG00000136450,ENSG00000126821,ENSG00000116991,ENSG00000059804,ENSG00000104635,ENSG00000198743,ENSG00000131389,ENSG00000179119,ENSG00000101109,ENSG00000008282,ENSG00000176148,ENSG00000077147,ENSG00000213533,ENSG00000144747,ENSG00000104412,ENSG00000109332,ENSG00000103353,ENSG00000071127,ENSG00000147548,ENSG00000100811,ENSG00000188706,ENSG00000091656,ENSG00000056097,ENSG00000139800,ENSG00000172687,ENSG00000070476;;
hsa-miR-1274a;miRNA target starBase;http://www.ncbi.nlm.nih.gov/pubmed/21037263;ENSG00000174574,ENSG00000166025,ENSG00000185009,ENSG00000159388,ENSG00000082258,ENSG00000153922,ENSG00000113300,ENSG00000198876,ENSG00000125266,ENSG00000006007,ENSG00000005073,ENSG00000105997,ENSG00000159217,ENSG00000006459,ENSG00000126012,ENSG00000005893,ENSG00000156959,ENSG00000065559,ENSG00000155545,ENSG00000173542,ENSG00000120162,ENSG00000178988,ENSG00000197879,ENSG00000187109,ENSG00000147862,ENSG00000170248,ENSG00000112245,ENSG00000117748,ENSG00000141425,ENSG00000119042,ENSG00000089163,ENSG00000072501,ENSG00000143376,ENSG00000008282,ENSG00000143155,ENSG00000205269,ENSG00000118503,ENSG00000174282,ENSG00000114853,ENSG00000175893;;
